"subjects"	"S"	"flankers"	"R"	"rt"
"1537"	"1"	"left"	"congruent"	"left"	0.340967078979829
"1441"	"1"	"left"	"congruent"	"left"	0.380925104309475
"2821"	"1"	"right"	"incongruent"	"right"	0.724716511507793
"1789"	"1"	"right"	"congruent"	"right"	0.29132195390773
"4129"	"1"	"left"	"congruent"	"left"	0.420162384968812
"3133"	"1"	"right"	"congruent"	"right"	0.265997972043569
"5365"	"1"	"right"	"incongruent"	"left"	0.781641060893705
"2857"	"1"	"left"	"incongruent"	"left"	0.531393761326719
"3517"	"1"	"right"	"congruent"	"right"	0.552832757194746
"4477"	"1"	"right"	"congruent"	"right"	0.355267520611432
"289"	"1"	"left"	"congruent"	"left"	0.279881131677102
"4681"	"1"	"left"	"incongruent"	"left"	0.344787700943869
"469"	"1"	"right"	"incongruent"	"right"	0.41174895036421
"2653"	"1"	"right"	"congruent"	"right"	0.493641238717399
"3493"	"1"	"right"	"incongruent"	"left"	0.497706184965481
"494"	"2"	"right"	"congruent"	"right"	0.365303259511462
"4994"	"2"	"left"	"congruent"	"left"	0.185167374134181
"4730"	"2"	"left"	"incongruent"	"left"	0.566237486266082
"1370"	"2"	"left"	"incongruent"	"left"	0.868992103288456
"2594"	"2"	"left"	"congruent"	"left"	0.343778308160663
"4250"	"2"	"left"	"incongruent"	"left"	0.356679046979184
"3386"	"2"	"left"	"incongruent"	"left"	0.238283097644141
"2534"	"2"	"right"	"incongruent"	"left"	0.400049899453007
"926"	"2"	"right"	"congruent"	"right"	0.186750439647994
"5390"	"2"	"right"	"congruent"	"right"	0.316677686202176
"5414"	"2"	"right"	"incongruent"	"right"	0.352774620325016
"4118"	"2"	"right"	"incongruent"	"right"	0.193327708497832
"2282"	"2"	"left"	"incongruent"	"left"	0.290138861545658
"3086"	"2"	"right"	"congruent"	"right"	0.150848098411734
"3158"	"2"	"right"	"incongruent"	"left"	0.638950605286767
"1106"	"2"	"left"	"congruent"	"left"	0.243813578276527
"2258"	"2"	"left"	"congruent"	"left"	0.655162122126299
"4022"	"2"	"right"	"incongruent"	"right"	0.10270283252952
"3350"	"2"	"right"	"incongruent"	"right"	0.175891533688229
"5174"	"2"	"right"	"incongruent"	"right"	0.149204994435954
"3554"	"2"	"left"	"congruent"	"left"	0.2126128279175
"1190"	"2"	"right"	"incongruent"	"right"	0.27001532308891
"4562"	"2"	"left"	"congruent"	"left"	0.148210819028264
"2390"	"2"	"right"	"incongruent"	"left"	1.64579989018686
"2378"	"2"	"left"	"incongruent"	"left"	0.335426220739652
"3926"	"2"	"right"	"incongruent"	"left"	0.116252447804057
"1898"	"2"	"left"	"incongruent"	"left"	0.71932460524328
"3938"	"2"	"left"	"congruent"	"left"	0.207292146543709
"5306"	"2"	"left"	"incongruent"	"left"	0.225799114093113
"602"	"2"	"left"	"incongruent"	"left"	0.27940520818482
"3770"	"2"	"left"	"incongruent"	"left"	0.408594862387617
"2174"	"2"	"right"	"congruent"	"right"	0.162084210109625
"3410"	"2"	"left"	"congruent"	"left"	0.268549165634076
"2846"	"2"	"right"	"congruent"	"right"	0.150817687800218
"3014"	"2"	"right"	"incongruent"	"right"	0.49986258830397
"3506"	"2"	"left"	"congruent"	"left"	0.189652977198494
"2630"	"2"	"right"	"incongruent"	"right"	0.444790777204555
"2162"	"2"	"left"	"congruent"	"left"	0.190306586816217
"3218"	"2"	"left"	"congruent"	"left"	0.348551455792423
"2786"	"2"	"left"	"congruent"	"right"	0.379780313683463
"86"	"2"	"right"	"incongruent"	"left"	0.316993253768006
"2870"	"2"	"right"	"incongruent"	"right"	0.379581614902175
"3998"	"2"	"right"	"congruent"	"right"	0.47846857776504
"1046"	"2"	"right"	"incongruent"	"right"	0.246374613520029
"2510"	"2"	"right"	"congruent"	"right"	0.344997199725103
"194"	"2"	"left"	"congruent"	"left"	0.274372196579512
"4658"	"2"	"left"	"congruent"	"left"	0.5717636950466
"266"	"2"	"left"	"incongruent"	"right"	0.177461098584546
"2906"	"2"	"left"	"incongruent"	"left"	0.672730267499571
"2234"	"2"	"left"	"incongruent"	"right"	0.143685692254738
"1118"	"2"	"right"	"congruent"	"right"	0.172309596934654
"3986"	"2"	"left"	"congruent"	"left"	0.304154817147236
"3206"	"2"	"right"	"incongruent"	"right"	0.307281889875312
"902"	"2"	"right"	"incongruent"	"right"	0.913281985056173
"3314"	"2"	"left"	"congruent"	"left"	0.371684078705719
"2294"	"2"	"right"	"incongruent"	"right"	0.210091749715189
"2522"	"2"	"left"	"incongruent"	"right"	0.482360153068724
"2642"	"2"	"left"	"congruent"	"left"	0.6612536203551
"1430"	"2"	"right"	"incongruent"	"right"	0.257674349112532
"434"	"2"	"left"	"congruent"	"left"	0.127739683816167
"4382"	"2"	"right"	"congruent"	"right"	0.41941785418491
"3122"	"2"	"left"	"congruent"	"right"	0.164599643799883
"1646"	"2"	"right"	"congruent"	"right"	0.462621035719963
"1034"	"2"	"left"	"incongruent"	"left"	0.400406268967619
"1346"	"2"	"left"	"congruent"	"left"	0.68688298372113
"5270"	"2"	"right"	"incongruent"	"right"	0.586571771423842
"1310"	"2"	"right"	"congruent"	"right"	0.135742005484007
"4742"	"2"	"right"	"incongruent"	"right"	0.163944083863565
"3890"	"2"	"left"	"congruent"	"left"	1.105553318116
"5354"	"2"	"left"	"incongruent"	"left"	0.424346030036556
"5402"	"2"	"left"	"incongruent"	"left"	0.392113330813364
"4394"	"2"	"left"	"incongruent"	"left"	0.320180882306133
"2582"	"2"	"right"	"incongruent"	"right"	0.122135119487005
"170"	"2"	"left"	"incongruent"	"right"	0.5828221011197
"1358"	"2"	"right"	"congruent"	"right"	0.206355012851431
"3062"	"2"	"right"	"incongruent"	"left"	0.17065625175383
"3830"	"2"	"right"	"incongruent"	"right"	0.349403316894534
"590"	"2"	"right"	"congruent"	"right"	0.485445187685408
"3806"	"2"	"right"	"congruent"	"left"	0.242182175584412
"3254"	"2"	"right"	"incongruent"	"left"	0.24288000920026
"4058"	"2"	"left"	"incongruent"	"left"	0.122240618770643
"518"	"2"	"right"	"incongruent"	"right"	1.27308726197685
"1214"	"2"	"right"	"congruent"	"right"	0.48673521466887
"3482"	"2"	"left"	"incongruent"	"left"	0.303959245561507
"4202"	"2"	"left"	"incongruent"	"left"	0.161389992823152
"38"	"2"	"right"	"incongruent"	"right"	0.370931769135719
"5042"	"2"	"left"	"congruent"	"left"	0.289951557818632
"1922"	"2"	"left"	"congruent"	"left"	0.102188869849676
"3722"	"2"	"left"	"incongruent"	"left"	0.20218456379866
"4406"	"2"	"right"	"incongruent"	"right"	0.499009129527797
"1850"	"2"	"left"	"incongruent"	"left"	0.249750941602703
"3002"	"2"	"left"	"incongruent"	"left"	0.31357710283309
"2198"	"2"	"right"	"incongruent"	"left"	0.470082233590707
"3518"	"2"	"right"	"congruent"	"right"	0.14469991284604
"2246"	"2"	"right"	"incongruent"	"right"	1.06916594991974
"3794"	"2"	"left"	"congruent"	"left"	0.266872634584929
"3578"	"2"	"left"	"incongruent"	"left"	0.63395887555583
"74"	"2"	"left"	"incongruent"	"left"	0.188112382707563
"3746"	"2"	"left"	"congruent"	"left"	0.367507477334785
"854"	"2"	"right"	"incongruent"	"right"	0.332541395696615
"3278"	"2"	"right"	"congruent"	"right"	0.187606158446913
"26"	"2"	"left"	"incongruent"	"left"	0.240564725279941
"1574"	"2"	"right"	"incongruent"	"right"	0.261425395380085
"2042"	"2"	"left"	"incongruent"	"left"	1.49529126720028
"2498"	"2"	"left"	"congruent"	"left"	0.488824200228482
"5330"	"2"	"left"	"congruent"	"left"	0.31859810053536
"3182"	"2"	"right"	"congruent"	"right"	0.436460335083403
"986"	"2"	"left"	"incongruent"	"right"	0.305282057185933
"4718"	"2"	"right"	"congruent"	"right"	0.142513416962256
"4454"	"2"	"right"	"incongruent"	"right"	0.353792248858093
"182"	"2"	"right"	"incongruent"	"right"	0.221695245257723
"4130"	"2"	"left"	"congruent"	"left"	0.154740420886759
"566"	"2"	"right"	"incongruent"	"right"	0.326044431283824
"5126"	"2"	"right"	"incongruent"	"right"	0.211957030235395
"4622"	"2"	"right"	"congruent"	"right"	0.7931816391407
"4526"	"2"	"right"	"congruent"	"right"	0.117125845888403
"2606"	"2"	"right"	"congruent"	"right"	0.62958663452918
"710"	"2"	"right"	"incongruent"	"right"	0.25157120108816
"374"	"2"	"right"	"incongruent"	"right"	0.316551337083602
"3338"	"2"	"left"	"incongruent"	"left"	0.591290587383833
"2270"	"2"	"right"	"congruent"	"right"	0.144625063600202
"458"	"2"	"left"	"incongruent"	"left"	0.423926557946275
"4358"	"2"	"right"	"incongruent"	"left"	0.375255700440441
"1202"	"2"	"left"	"congruent"	"left"	0.2486756832656
"110"	"2"	"right"	"congruent"	"right"	0.422828548668637
"1934"	"2"	"right"	"congruent"	"right"	0.141871733970655
"2858"	"2"	"left"	"incongruent"	"left"	0.404485407495214
"5054"	"2"	"right"	"congruent"	"right"	0.421764111409906
"2138"	"2"	"left"	"incongruent"	"left"	0.405757396996189
"638"	"2"	"right"	"congruent"	"right"	0.302510824205493
"2954"	"2"	"left"	"incongruent"	"left"	0.321546380304758
"4418"	"2"	"left"	"congruent"	"left"	0.304263796280815
"338"	"2"	"left"	"congruent"	"left"	0.188254600104265
"1094"	"2"	"right"	"incongruent"	"right"	0.13507019950225
"1610"	"2"	"left"	"incongruent"	"left"	0.23569986153996
"386"	"2"	"left"	"congruent"	"left"	0.460105684947312
"3434"	"2"	"left"	"incongruent"	"left"	0.787142588271989
"2150"	"2"	"right"	"incongruent"	"right"	0.184017864818714
"2690"	"2"	"left"	"congruent"	"left"	0.450735238308702
"3374"	"2"	"right"	"congruent"	"left"	0.460691705634776
"4550"	"2"	"right"	"incongruent"	"right"	0.447179326966255
"2546"	"2"	"left"	"congruent"	"left"	0.109962998784685
"4286"	"2"	"right"	"congruent"	"right"	0.431888917184777
"5378"	"2"	"left"	"congruent"	"left"	0.19814652653219
"4214"	"2"	"right"	"incongruent"	"right"	0.350371903724412
"4610"	"2"	"left"	"congruent"	"left"	0.672895991267247
"1946"	"2"	"left"	"incongruent"	"left"	0.454389734271471
"2330"	"2"	"left"	"incongruent"	"left"	0.273368052915471
"146"	"2"	"left"	"congruent"	"left"	0.129211454414144
"3530"	"2"	"left"	"incongruent"	"left"	0.1014142158203
"4946"	"2"	"left"	"congruent"	"left"	0.116021672069241
"4310"	"2"	"right"	"incongruent"	"right"	0.740356526657106
"3146"	"2"	"left"	"incongruent"	"left"	0.256248533636403
"2078"	"2"	"right"	"congruent"	"right"	0.288375033508236
"3962"	"2"	"left"	"incongruent"	"left"	0.502617222277578
"2558"	"2"	"right"	"congruent"	"right"	0.152705692204173
"5246"	"2"	"right"	"congruent"	"right"	0.312390866981105
"4694"	"2"	"right"	"incongruent"	"right"	0.556324014244858
"4898"	"2"	"left"	"congruent"	"left"	0.166752132357581
"3650"	"2"	"left"	"congruent"	"left"	0.309765169663145
"1514"	"2"	"left"	"incongruent"	"right"	0.310395772601208
"5210"	"2"	"left"	"incongruent"	"left"	0.418495625344317
"3446"	"2"	"right"	"incongruent"	"right"	0.29025799493944
"206"	"2"	"right"	"congruent"	"right"	0.228433168330119
"1466"	"2"	"left"	"incongruent"	"left"	0.761950431637056
"2114"	"2"	"left"	"congruent"	"left"	0.284544529499307
"578"	"2"	"left"	"congruent"	"left"	0.189850753437713
"2354"	"2"	"left"	"congruent"	"left"	0.484442068678976
"758"	"2"	"right"	"incongruent"	"right"	0.651793753948032
"2882"	"2"	"left"	"congruent"	"left"	0.457241573403272
"2474"	"2"	"left"	"incongruent"	"left"	0.577538537357128
"2750"	"2"	"right"	"congruent"	"right"	0.219402434120177
"230"	"2"	"right"	"incongruent"	"right"	0.430404469914341
"3878"	"2"	"right"	"incongruent"	"right"	0.276008251686428
"1418"	"2"	"left"	"incongruent"	"right"	0.175466138359932
"1226"	"2"	"left"	"incongruent"	"left"	0.495751152825818
"3914"	"2"	"left"	"incongruent"	"right"	0.661787329541681
"5114"	"2"	"left"	"incongruent"	"right"	0.174552773243471
"1634"	"2"	"left"	"congruent"	"left"	0.376440000351957
"4970"	"2"	"left"	"incongruent"	"left"	0.17031116170937
"950"	"2"	"right"	"incongruent"	"right"	0.336554433810925
"5318"	"2"	"right"	"incongruent"	"right"	0.135415784140528
"4274"	"2"	"left"	"congruent"	"left"	0.0947306291123942
"5450"	"2"	"left"	"incongruent"	"left"	0.839382692831845
"3134"	"2"	"right"	"congruent"	"right"	0.253737500903424
"4070"	"2"	"right"	"incongruent"	"right"	1.32875104045007
"4322"	"2"	"left"	"congruent"	"left"	0.137531466949947
"4094"	"2"	"right"	"congruent"	"right"	0.337572299731598
"1742"	"2"	"right"	"congruent"	"right"	0.260655571989695
"1598"	"2"	"right"	"congruent"	"right"	0.448887365603657
"3782"	"2"	"right"	"incongruent"	"right"	0.366544223465549
"3818"	"2"	"left"	"incongruent"	"left"	0.387795639176682
"4106"	"2"	"left"	"incongruent"	"left"	0.492840098004746
"5018"	"2"	"left"	"incongruent"	"left"	0.498709954783586
"1178"	"2"	"left"	"incongruent"	"left"	0.672821832632802
"3170"	"2"	"left"	"congruent"	"left"	0.385494129141905
"770"	"2"	"left"	"congruent"	"left"	0.144821701926365
"2618"	"2"	"left"	"incongruent"	"left"	0.729698024279187
"3422"	"2"	"right"	"congruent"	"right"	0.421272527480729
"2918"	"2"	"right"	"incongruent"	"right"	0.7112097982402
"5186"	"2"	"left"	"congruent"	"left"	0.629133170911156
"1670"	"2"	"right"	"incongruent"	"right"	0.107078738011663
"1490"	"2"	"left"	"congruent"	"left"	0.161246520103859
"2366"	"2"	"right"	"congruent"	"right"	0.133998892790888
"650"	"2"	"left"	"incongruent"	"right"	0.268224551363772
"806"	"2"	"right"	"incongruent"	"right"	1.85837613086183
"4538"	"2"	"left"	"incongruent"	"left"	0.149962840776233
"4826"	"2"	"left"	"incongruent"	"right"	0.207959497188564
"2342"	"2"	"right"	"incongruent"	"right"	0.255171143486271
"4154"	"2"	"left"	"incongruent"	"left"	0.29067211133603
"554"	"2"	"left"	"incongruent"	"right"	0.556596289671418
"218"	"2"	"left"	"incongruent"	"left"	0.51701300029488
"3026"	"2"	"left"	"congruent"	"left"	0.200582148140184
"4814"	"2"	"right"	"congruent"	"right"	0.154081466257022
"3710"	"2"	"right"	"congruent"	"right"	0.365688000683493
"4922"	"2"	"left"	"incongruent"	"left"	0.358498971864463
"4934"	"2"	"right"	"incongruent"	"right"	0.256787121416392
"3974"	"2"	"right"	"incongruent"	"left"	0.158344355689768
"5438"	"2"	"right"	"congruent"	"right"	0.155935315267428
"1754"	"2"	"left"	"incongruent"	"left"	0.118157491997734
"1382"	"2"	"right"	"incongruent"	"right"	0.50662390362732
"2090"	"2"	"left"	"incongruent"	"left"	0.21455486281321
"2054"	"2"	"right"	"incongruent"	"right"	0.341184050629376
"254"	"2"	"right"	"congruent"	"right"	0.178458041580405
"3854"	"2"	"right"	"congruent"	"right"	0.186131410429544
"422"	"2"	"right"	"incongruent"	"left"	0.804589422074454
"662"	"2"	"right"	"incongruent"	"right"	0.268580690680687
"4166"	"2"	"right"	"incongruent"	"right"	0.653693518541582
"1262"	"2"	"right"	"congruent"	"right"	0.246855776671385
"1994"	"2"	"left"	"incongruent"	"left"	0.454743314919298
"1682"	"2"	"left"	"congruent"	"left"	0.153574966521235
"4034"	"2"	"left"	"congruent"	"left"	0.220853580463864
"890"	"2"	"left"	"incongruent"	"left"	0.160438558085911
"1406"	"2"	"right"	"congruent"	"right"	0.19575562297583
"2570"	"2"	"left"	"incongruent"	"left"	0.886235776309181
"302"	"2"	"right"	"congruent"	"right"	0.287778512949593
"5282"	"2"	"left"	"congruent"	"left"	0.506329829837551
"4670"	"2"	"right"	"congruent"	"left"	0.762211726000759
"974"	"2"	"right"	"congruent"	"right"	0.218983385271785
"2726"	"2"	"right"	"incongruent"	"right"	0.184317315323824
"1730"	"2"	"left"	"congruent"	"left"	1.07469276300826
"2030"	"2"	"right"	"congruent"	"left"	0.232457238836175
"1694"	"2"	"right"	"congruent"	"right"	0.208935483088818
"2798"	"2"	"right"	"congruent"	"right"	0.348397732304182
"3470"	"2"	"right"	"congruent"	"right"	0.361015331917727
"830"	"2"	"right"	"congruent"	"right"	0.556215304702175
"4142"	"2"	"right"	"congruent"	"right"	0.187388278707024
"1334"	"2"	"right"	"incongruent"	"right"	0.755931058501334
"4238"	"2"	"right"	"congruent"	"left"	0.116527865706005
"2978"	"2"	"left"	"congruent"	"left"	0.308585624818873
"4802"	"2"	"left"	"congruent"	"left"	0.378865791854931
"3638"	"2"	"right"	"incongruent"	"right"	0.305930059548453
"1274"	"2"	"left"	"incongruent"	"left"	0.452670713643941
"470"	"2"	"right"	"incongruent"	"right"	0.320486098603265
"122"	"2"	"left"	"incongruent"	"left"	0.217370924459446
"350"	"2"	"right"	"congruent"	"right"	0.225814538465377
"1010"	"2"	"left"	"congruent"	"left"	0.368385472030136
"242"	"2"	"left"	"congruent"	"left"	0.450110855872263
"482"	"2"	"left"	"congruent"	"left"	0.216002120146455
"4010"	"2"	"left"	"incongruent"	"left"	0.104263845170115
"938"	"2"	"left"	"incongruent"	"left"	0.355401729980883
"542"	"2"	"right"	"congruent"	"right"	0.226739482193919
"1970"	"2"	"left"	"congruent"	"left"	0.410187511824571
"5474"	"2"	"left"	"congruent"	"left"	0.118593951490974
"4646"	"2"	"right"	"incongruent"	"right"	0.429767395399912
"2126"	"2"	"right"	"congruent"	"right"	0.214401560977186
"3674"	"2"	"left"	"incongruent"	"left"	0.557862463478776
"2426"	"2"	"left"	"incongruent"	"left"	0.313159835104764
"1802"	"2"	"left"	"incongruent"	"right"	0.387994424030728
"3950"	"2"	"right"	"congruent"	"right"	0.309083308614352
"446"	"2"	"right"	"congruent"	"right"	0.392300492305001
"2678"	"2"	"right"	"incongruent"	"right"	0.200953221719573
"1286"	"2"	"right"	"incongruent"	"right"	0.478303000958938
"1766"	"2"	"right"	"incongruent"	"right"	0.156245298134266
"4706"	"2"	"left"	"congruent"	"left"	0.272387415795743
"3194"	"2"	"left"	"incongruent"	"left"	0.533910061020409
"4754"	"2"	"left"	"congruent"	"left"	0.343122258352695
"2774"	"2"	"right"	"incongruent"	"right"	0.282654829081292
"2462"	"2"	"right"	"congruent"	"right"	0.293815376613486
"3098"	"2"	"left"	"incongruent"	"left"	0.801802647103756
"698"	"2"	"left"	"incongruent"	"right"	0.505199153206556
"1022"	"2"	"right"	"congruent"	"right"	0.329535790272578
"782"	"2"	"right"	"congruent"	"right"	0.511293407584236
"3290"	"2"	"left"	"incongruent"	"left"	0.283780489119468
"1826"	"2"	"left"	"congruent"	"left"	0.16431733229093
"818"	"2"	"left"	"congruent"	"left"	0.538486286763674
"4298"	"2"	"left"	"incongruent"	"right"	0.744910505966081
"2894"	"2"	"right"	"congruent"	"right"	0.745753094593164
"4478"	"2"	"right"	"congruent"	"right"	0.338560844762005
"2486"	"2"	"right"	"incongruent"	"right"	0.213592844237783
"842"	"2"	"left"	"incongruent"	"right"	0.353835665019482
"2666"	"2"	"left"	"incongruent"	"left"	0.317152367739104
"158"	"2"	"right"	"congruent"	"right"	0.350857963176168
"998"	"2"	"right"	"incongruent"	"right"	0.215338603518496
"2762"	"2"	"left"	"incongruent"	"right"	0.140018741323012
"5030"	"2"	"right"	"incongruent"	"right"	0.652416710060037
"290"	"2"	"left"	"congruent"	"left"	0.197481158446994
"4910"	"2"	"right"	"congruent"	"right"	0.160533472551003
"2930"	"2"	"left"	"congruent"	"right"	0.185011053280219
"1838"	"2"	"right"	"congruent"	"right"	0.926275049867943
"2702"	"2"	"right"	"congruent"	"right"	0.144108191908371
"2066"	"2"	"left"	"congruent"	"left"	0.354818959876948
"2318"	"2"	"right"	"congruent"	"right"	0.223979793867152
"2450"	"2"	"left"	"congruent"	"left"	0.699276619903271
"5138"	"2"	"left"	"congruent"	"left"	0.206924843113185
"1658"	"2"	"left"	"incongruent"	"left"	0.294154168154865
"4862"	"2"	"right"	"congruent"	"right"	0.295407105219131
"1706"	"2"	"left"	"incongruent"	"left"	0.374430112091144
"4778"	"2"	"left"	"incongruent"	"left"	0.39200285375432
"5066"	"2"	"left"	"incongruent"	"left"	1.10773947267866
"4886"	"2"	"right"	"incongruent"	"right"	0.849316145866518
"1478"	"2"	"right"	"incongruent"	"right"	0.310970208738522
"2810"	"2"	"left"	"incongruent"	"left"	0.2604059734824
"4502"	"2"	"right"	"incongruent"	"right"	0.417686694609526
"2210"	"2"	"left"	"congruent"	"left"	0.291145780977677
"3038"	"2"	"right"	"congruent"	"right"	0.642951572726292
"614"	"2"	"right"	"incongruent"	"right"	0.127438149472418
"1718"	"2"	"right"	"incongruent"	"right"	0.281926508061346
"626"	"2"	"left"	"congruent"	"left"	0.206535912663245
"62"	"2"	"right"	"congruent"	"right"	0.52869309505259
"4790"	"2"	"right"	"incongruent"	"right"	0.360168793051019
"686"	"2"	"right"	"congruent"	"right"	0.40668187115829
"5150"	"2"	"right"	"congruent"	"left"	0.211053054890311
"3698"	"2"	"left"	"congruent"	"left"	0.367094752353312
"4442"	"2"	"left"	"incongruent"	"left"	0.743777963639037
"1622"	"2"	"right"	"incongruent"	"left"	0.293695237410071
"362"	"2"	"left"	"incongruent"	"left"	0.124978940711899
"878"	"2"	"right"	"congruent"	"right"	1.05602354267425
"2738"	"2"	"left"	"congruent"	"left"	0.200663206081256
"1526"	"2"	"right"	"incongruent"	"right"	0.408565221909077
"1142"	"2"	"right"	"incongruent"	"left"	0.0955672649719529
"3734"	"2"	"right"	"incongruent"	"right"	0.226373755351498
"3866"	"2"	"left"	"incongruent"	"left"	0.508457299695272
"3458"	"2"	"left"	"congruent"	"left"	0.230740668340001
